Altitude	Mach	PSFC	SHP	Throttle
19655.17241	0.4	0.219714744	1653.608462	1
20689.65517	0.4	0.218495144	1619.634039	1
21724.13793	0.4	0.217415002	1585.079963	1
22758.62069	0.4	0.216258635	1551.540807	1
23793.10345	0.4	0.215125378	1518.286414	1
24827.58621	0.4	0.213901107	1486.11509	1
25862.06897	0.4	0.212778873	1453.674591	1
26896.55172	0.4	0.211771978	1420.908764	1
27931.03448	0.4	0.210719311	1388.918286	1
28965.51724	0.4	0.209587227	1357.902244	1
30000	0.4	0.208539846	1326.786458	1
0	0.42	0.279755961	2080.229158	1
1034.482759	0.42	0.273372778	2080.229158	1
2068.965517	0.42	0.267094542	2080.229158	1
3103.448276	0.42	0.26092025	2080.229158	1
4137.931034	0.42	0.254848903	2080.229158	1
5172.413793	0.42	0.248879497	2080.229158	1
6206.896552	0.42	0.24301103	2080.229158	1
7241.37931	0.42	0.237242502	2080.229158	1
8275.862069	0.42	0.233208279	2065.641589	1
9310.344828	0.42	0.231828106	2027.943911	1
10344.82759	0.42	0.230466822	1990.506559	1
11379.31034	0.42	0.229124564	1953.333166	1
12413.7931	0.42	0.227801529	1916.426952	1
13448.27586	0.42	0.226497975	1879.790662	1
14482.75862	0.42	0.225214246	1843.426486	1
15517.24138	0.42	0.223842986	1808.206311	1
16551.72414	0.42	0.222578919	1772.548322	1
17586.2069	0.42	0.22133151	1737.197784	1
18620.68966	0.42	0.220100407	1702.161313	1
19655.17241	0.42	0.218885134	1667.446233	1
20689.65517	0.42	0.217791886	1632.259804	1
21724.13793	0.42	0.216634888	1598.014025	1
22758.62069	0.42	0.215499763	1564.06247	1
23793.10345	0.42	0.214387848	1530.401122	1
24827.58621	0.42	0.213172763	1497.923485	1
25862.06897	0.42	0.21206807	1465.115937	1
26896.55172	0.42	0.21109034	1431.902768	1
27931.03448	0.42	0.210058524	1399.534071	1
28965.51724	0.42	0.20893256	1368.249882	1
30000	0.42	0.208003266	1336.144878	1
0	0.45	0.281845042	2080.229158	1
1034.482759	0.45	0.275411628	2080.229158	1
2068.965517	0.45	0.269083995	2080.229158	1
3103.448276	0.45	0.262861136	2080.229158	1
4137.931034	0.45	0.256742042	2080.229158	1
5172.413793	0.45	0.250725706	2080.229158	1
6206.896552	0.45	0.24481112	2080.229158	1
7241.37931	0.45	0.238997275	2080.229158	1
8275.862069	0.45	0.233283164	2080.229158	1
9310.344828	0.45	0.230180194	2057.523464	1
10344.82759	0.45	0.228857915	2019.25784	1
11379.31034	0.45	0.227554103	1981.270836	1
12413.7931	0.45	0.226268999	1943.565278	1
13448.27586	0.45	0.225002911	1906.143471	1
